ip_str,port,org,os,vulns,location.country_code,tags
212.91.26.79,27017,ATM S.A.,,"['CVE-2014-8180', 'CVE-2025-12657']",PL,"['database', 'eol-product']"
119.7.12.154,27017,China Unicom SiChuan province network,,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",CN,"['database', 'eol-product']"
34.186.139.72,27017,Google LLC,,[],US,"['cloud', 'database']"
20.86.63.91,27017,Microsoft Corporation,,[],NL,"['cloud', 'database']"
34.93.71.197,27017,Google LLC,,[],IN,"['cloud', 'database']"
51.158.54.112,5432,Scaleway,,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",FR,['database']
122.9.143.234,27017,Huawei Public Cloud Service (Huawei Software Technologies Ltd.Co),,[],CN,"['database', 'eol-product']"
4.242.40.65,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
207.154.239.53,27017,"DigitalOcean, LLC",,[],DE,"['cloud', 'database']"
154.216.38.125,27017,"Digital Core Technology Co., Limited",,"['CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2025-0755', 'CVE-2025-14847', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2025-13644', 'CVE-2025-13643', 'CVE-2026-1847', 'CVE-2025-10060', 'CVE-2025-10061', 'CVE-2024-6384', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2025-6709', 'CVE-2025-3085', 'CVE-2024-10921', 'CVE-2025-6707', 'CVE-2025-6706', 'CVE-2026-25609', 'CVE-2025-10059', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-12657', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2025-12893', 'CVE-2025-13507']",HK,['database']
95.216.138.207,27017,Hetzner Online GmbH,,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-10060', 'CVE-2025-10061', 'CVE-2025-15467', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",FI,['database']
38.246.248.181,27017,NetLab,,"['CVE-2014-8180', 'CVE-2025-12657', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",HK,"['database', 'eol-product']"
116.72.181.12,4899,HATHWAY CABLE AND DATACOM LIMITED,,"['CVE-2025-6709', 'CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",IN,['database']
34.124.147.116,27017,Google LLC,,[],SG,"['cloud', 'database']"
20.206.248.104,27017,Microsoft Corporation,,[],BR,"['cloud', 'database']"
34.16.45.227,8080,Google LLC,,"['CVE-2025-13643', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2026-1847', 'CVE-2025-15467', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2026-25609', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-14345', 'CVE-2014-8180', 'CVE-2025-11979', 'CVE-2026-1850', 'CVE-2025-12893', 'CVE-2025-13507']",US,"['cloud', 'database']"
107.155.107.116,27017,"HIVELOCITY, Inc.",,"['CVE-2025-13644', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2022-0778', 'CVE-2025-6714', 'CVE-2025-0755', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2025-10060', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2021-3449', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2025-6709', 'CVE-2025-6711', 'CVE-2025-3085', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-11979', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-12657', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767', 'CVE-2014-8180', 'CVE-2025-12893', 'CVE-2025-13507']",US,['database']
20.82.1.199,27017,Microsoft Corporation,,[],NL,"['cloud', 'database']"
34.105.172.84,27017,Google LLC,,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",GB,"['database', 'eol-product', 'cloud']"
5.161.66.10,27017,Hetzner Online GmbH,,"['CVE-2025-6709', 'CVE-2024-6384', 'CVE-2025-13644', 'CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2025-6711', 'CVE-2025-6714', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2025-3082', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2022-3786', 'CVE-2025-0755', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2025-10060', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2024-1351', 'CVE-2025-10059', 'CVE-2025-11979', 'CVE-2026-22796', 'CVE-2025-3085', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-12657', 'CVE-2022-3358', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2014-8180', 'CVE-2023-5363', 'CVE-2023-1255', 'CVE-2025-12893', 'CVE-2025-13507']",US,['database']
20.193.152.123,27017,Microsoft Corporation,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2024-7553', 'CVE-2022-0778', 'CVE-2024-8207', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2024-10921', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-3085', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2009-3767', 'CVE-2024-6375']",IN,"['database', 'eol-product', 'cloud']"
221.224.50.130,27017,"SUZHOU QINGWANG ELECTRONICS TECHNOLOGY CO.,LTD",,"['CVE-2018-20805', 'CVE-2018-20804', 'CVE-2019-20925', 'CVE-2019-2390', 'CVE-2018-25004', 'CVE-2021-20330', 'CVE-2021-20333', 'CVE-2021-32036', 'CVE-2019-20923', 'CVE-2020-7929', 'CVE-2020-7928', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2019-2386', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2018-20803', 'CVE-2020-7923', 'CVE-2019-2389', 'CVE-2014-8180']",CN,"['database', 'eol-product']"
45.76.39.43,27017,"Vultr Holdings, LLC",,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2021-32040', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2022-2068', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",NL,"['database', 'eol-product', 'cloud']"
5.161.76.204,5432,Hetzner Online GmbH,,"['CVE-2014-8180', 'CVE-2022-3996', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-4203', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2022-3786', 'CVE-2023-5678', 'CVE-2023-0216', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2024-0727', 'CVE-2022-1434', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-1473', 'CVE-2025-15467', 'CVE-2023-0401', 'CVE-2022-1343', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2022-3602', 'CVE-2023-4807', 'CVE-2023-6129', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2022-3358', 'CVE-2023-0217', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2022-2068', 'CVE-2009-3767', 'CVE-2023-2975', 'CVE-2023-5363', 'CVE-2023-1255']",US,['database']
95.216.213.235,30027,Hetzner Online GmbH,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2024-7553', 'CVE-2022-0778', 'CVE-2024-8207', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2024-10921', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-3085', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2009-3767', 'CVE-2024-6375']",FI,"['database', 'eol-product']"
136.109.64.128,27017,Google LLC,,[],US,"['cloud', 'database']"
213.199.51.220,27017,Contabo GmbH,,"['CVE-2025-69418', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2009-3766', 'CVE-2009-3767', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2024-6119', 'CVE-2014-8180', 'CVE-2025-15467', 'CVE-2009-1390', 'CVE-2025-69419', 'CVE-2025-69421', 'CVE-2025-69420']",DE,['database']
39.100.123.224,27017,"Aliyun Computing Co., LTD",,"['CVE-2024-6384', 'CVE-2025-13644', 'CVE-2024-8305', 'CVE-2024-7553', 'CVE-2025-13643', 'CVE-2025-6706', 'CVE-2022-0778', 'CVE-2025-6714', 'CVE-2025-0755', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2026-25613', 'CVE-2026-25610', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2025-10060', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2025-6713', 'CVE-2025-6710', 'CVE-2026-1848', 'CVE-2026-1849', 'CVE-2025-6709', 'CVE-2025-6711', 'CVE-2025-3085', 'CVE-2024-10921', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-11979', 'CVE-2026-25609', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2026-1847', 'CVE-2025-10059', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-12657', 'CVE-2025-3084', 'CVE-2025-14345', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767', 'CVE-2014-8180', 'CVE-2025-12893', 'CVE-2025-13507']",CN,['database']
159.69.61.244,27017,Hetzner Online GmbH,,"['CVE-2019-1552', 'CVE-2018-0737', 'CVE-2019-1543', 'CVE-2018-0735', 'CVE-2018-0732', 'CVE-2018-0733', 'CVE-2019-1547', 'CVE-2009-3766', 'CVE-2019-1563', 'CVE-2017-3738', 'CVE-2022-0778', 'CVE-2018-0734', 'CVE-2018-0739', 'CVE-2009-1390', 'CVE-2014-8180', 'CVE-2009-3767', 'CVE-2025-14847', 'CVE-2009-3765', 'CVE-2021-32036', 'CVE-2018-5407']",DE,"['database', 'eol-product']"
20.86.65.124,27017,Microsoft Corporation,,"['CVE-2014-8180', 'CVE-2024-8305', 'CVE-2024-10921', 'CVE-2024-7553', 'CVE-2025-6713', 'CVE-2025-6706', 'CVE-2022-0778', 'CVE-2025-6714', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2024-6384', 'CVE-2024-1351', 'CVE-2023-5678', 'CVE-2024-3374', 'CVE-2024-8207', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2025-10060', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2025-6710', 'CVE-2025-6709', 'CVE-2025-6711', 'CVE-2025-3085', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-6707', 'CVE-2025-10061', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2020-1967', 'CVE-2025-10059', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2024-8654', 'CVE-2026-22795', 'CVE-2025-3083', 'CVE-2025-3082', 'CVE-2025-12657', 'CVE-2025-3084', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2024-3372', 'CVE-2009-3767', 'CVE-2024-6375']",NL,"['database', 'eol-product', 'cloud']"
8.148.74.157,27017,Aliyun Computing Co.LTD,,"['CVE-2014-8180', 'CVE-2024-1351', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2023-1409', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2021-32040', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2021-32036', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",CN,"['database', 'eol-product', 'cloud']"
81.70.197.66,27017,"Tencent Cloud Computing (Beijing) Co., Ltd",,"['CVE-2014-8180', 'CVE-2022-0778', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2025-12657', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",CN,"['database', 'eol-product', 'cloud']"
172.201.96.72,27017,Microsoft Limited,,[],NL,"['cloud', 'database']"
20.97.208.205,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
43.131.234.59,27017,"Asia Pacific Network Information Center, Pty. Ltd.",,"['CVE-2022-0778', 'CVE-2022-2097', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2009-1390', 'CVE-2025-69420', 'CVE-2025-69421', 'CVE-2023-5678', 'CVE-2024-0727', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-0190', 'CVE-2021-3711', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2021-3449', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2022-4450', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2023-4807', 'CVE-2025-69419', 'CVE-2025-69418', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2026-22795', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2009-3767']",KR,"['database', 'eol-product']"
165.227.75.197,27017,"DigitalOcean, LLC",,[],US,"['cloud', 'database']"
20.120.160.184,27017,Microsoft Corporation,,[],US,"['cloud', 'database']"
128.199.73.65,27017,"DigitalOcean, LLC",,[],SG,"['cloud', 'database']"
122.141.236.230,27017,China Unicom Jilin province network,,"['CVE-2016-2106', 'CVE-2018-25004', 'CVE-2022-0778', 'CVE-2018-5407', 'CVE-2019-20925', 'CVE-2016-2178', 'CVE-2016-2179', 'CVE-2019-2393', 'CVE-2019-2392', 'CVE-2020-1971', 'CVE-2022-4304', 'CVE-2025-14847', 'CVE-2020-7921', 'CVE-2009-1390', 'CVE-2020-7923', 'CVE-2025-69421', 'CVE-2019-1563', 'CVE-2014-8180', 'CVE-2016-2176', 'CVE-2016-2177', 'CVE-2023-5678', 'CVE-2019-2389', 'CVE-2017-3736', 'CVE-2017-3737', 'CVE-2019-1547', 'CVE-2022-2068', 'CVE-2009-3766', 'CVE-2022-1292', 'CVE-2017-3738', 'CVE-2009-3765', 'CVE-2025-68160', 'CVE-2019-1551', 'CVE-2016-6303', 'CVE-2024-0727', 'CVE-2021-3712', 'CVE-2023-0464', 'CVE-2023-0465', 'CVE-2023-0466', 'CVE-2018-20804', 'CVE-2021-20333', 'CVE-2018-0737', 'CVE-2018-0734', 'CVE-2018-0732', 'CVE-2021-20330', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2019-20923', 'CVE-2023-0286', 'CVE-2023-3817', 'CVE-2021-32036', 'CVE-2016-8610', 'CVE-2020-1968', 'CVE-2016-2181', 'CVE-2016-2180', 'CVE-2016-2182', 'CVE-2016-2109', 'CVE-2018-0739', 'CVE-2019-1552', 'CVE-2020-7929', 'CVE-2018-20805', 'CVE-2021-4160', 'CVE-2026-22796', 'CVE-2020-7928', 'CVE-2016-2105', 'CVE-2016-2107', 'CVE-2019-1559', 'CVE-2023-2650', 'CVE-2023-0215', 'CVE-2019-2386', 'CVE-2016-6302', 'CVE-2009-3767', 'CVE-2019-2390', 'CVE-2016-7055', 'CVE-2018-20803']",CN,"['database', 'eol-product']"
